air_avg,air_obs,soil_obs_00,soil_obs_02,soil_obs_04,soil_obs_08,soil_obs_20,soil_obs_40,soil_avg_00,soil_avg_02,soil_avg_04,soil_avg_08,soil_avg_20,soil_avg_40
40.42857143,40.28571429,,37.14285714,,37.28571429,37.0,,,,,,,
26.28571429,29.14285714,,33.57142857,,34.42857143,35.57142857,,,,,,,
14.5,11.66666667,,31.33333333,,32.16666667,33.83333333,,,,,,,
23.0,19.85714286,,31.0,,32.0,33.0,,,,,,,
-0.75,3.8,,31.0,,32.0,33.0,,,,,,,
,,,15.5,,16.0,16.0,,,,,,,
,,,,,,,,,,,,,
,,,31.0,,31.0,32.0,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
42.8,41.0,,46.0,,46.5,44.75,,,45.66666667,,45.66666667,44.66666667,
43.42857143,39.28571429,,44.42857143,,44.28571429,43.14285714,,,44.28571429,,44.14285714,43.14285714,
42.28571429,40.42857143,,44.14285714,,44.0,42.57142857,,,43.71428571,,43.57142857,42.42857143,
47.0,42.0,,43.85714286,,43.42857143,41.0,,,43.14285714,,42.71428571,40.85714286,
45.14285714,40.42857143,,41.71428571,,41.42857143,39.85714286,,,41.14285714,,41.14285714,39.85714286,
33.14285714,30.0,,36.71428571,,37.28571429,37.71428571,,,36.0,,36.85714286,37.42857143,
25.14285714,23.28571429,,33.28571429,,34.0,35.28571429,,,33.28571429,,33.85714286,35.14285714,
25.85714286,21.14285714,,32.14285714,,32.71428571,34.0,,,32.0,,32.57142857,34.0,
30.57142857,29.28571429,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
22.28571429,17.57142857,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
28.57142857,26.71428571,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
28.28571429,26.28571429,,32.0,,32.0,32.85714286,,,32.0,,32.0,32.85714286,
20.14285714,22.57142857,,32.0,,32.0,32.0,,,32.0,,32.0,32.0,
-4.0,-5.857142857,,31.14285714,,32.0,32.0,,,31.0,,32.0,32.0,
-4.428571429,-5.0,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
-10.42857143,-14.28571429,,30.28571429,,31.57142857,32.0,,,30.28571429,,31.28571429,32.0,
-1.5,0.714285714,,28.71428571,,29.57142857,32.0,,,28.6,,29.6,32.0,
-5.285714286,-4.0,,29.33333333,,30.0,32.0,,,29.5,,30.0,32.0,
10.57142857,9.714285714,,28.57142857,,29.42857143,31.85714286,,,28.71428571,,29.42857143,31.85714286,
5.571428571,6.857142857,,30.0,,30.0,31.0,,,30.0,,30.0,31.0,
-6.714285714,-4.428571429,,30.0,,30.0,31.0,,,30.0,,30.0,31.0,
-1.428571429,-2.714285714,,29.71428571,,30.0,31.0,,,29.57142857,,30.0,31.0,
14.0,15.0,,29.0,,30.0,31.0,,,29.0,,30.0,31.0,
22.0,22.14285714,,29.0,,30.0,31.0,,,29.0,,30.0,31.0,
0.285714286,-1.714285714,,29.71428571,,30.0,31.0,,,29.85714286,,30.0,31.0,
-1.428571429,-1.0,,28.28571429,,29.0,30.71428571,,,28.16666667,,28.83333333,30.66666667,
-5.857142857,-8.285714286,,28.0,,28.0,30.0,,,28.0,,28.0,30.0,
5.857142857,-1.285714286,,28.0,,29.0,30.0,,,28.0,,29.0,30.0,
25.85714286,25.71428571,,28.42857143,,29.0,30.0,,,28.5,,29.0,30.0,
20.71428571,20.28571429,,29.14285714,,29.71428571,30.14285714,,,29.14285714,,29.71428571,30.28571429,
7.142857143,5.285714286,,30.0,,30.0,31.0,,,29.85714286,,30.0,31.0,
10.57142857,5.285714286,,29.0,,29.42857143,30.42857143,,,29.0,,29.28571429,30.28571429,
24.14285714,19.71428571,,29.0,,29.0,30.0,,,29.0,,29.0,30.0,
12.28571429,7.714285714,,29.0,,29.0,30.0,,,29.0,,29.0,30.0,
18.85714286,15.57142857,,29.0,,29.42857143,30.0,,,29.0,,29.33333333,30.0,
24.85714286,21.42857143,,29.57142857,,30.0,30.42857143,,,29.71428571,,30.0,30.42857143,
36.28571429,29.85714286,,30.0,,30.0,31.0,,,30.0,,30.0,31.0,
39.14285714,33.57142857,,30.85714286,,31.28571429,31.14285714,,,30.85714286,,31.28571429,31.14285714,
35.57142857,32.71428571,,31.14285714,,32.0,32.0,,,31.0,,32.0,32.0,
34.85714286,31.71428571,,31.28571429,,32.0,32.0,,,31.0,,32.0,32.0,
44.28571429,35.71428571,,31.14285714,,32.0,32.0,,,31.0,,32.0,32.0,
50.28571429,38.0,,32.0,,32.0,32.0,,,32.14285714,,32.0,32.0,
54.0,45.71428571,,34.57142857,,32.14285714,32.0,,,34.14285714,,32.14285714,32.0,
48.57142857,41.28571429,,36.14285714,,34.42857143,32.0,,,35.57142857,,33.71428571,32.0,
52.42857143,41.28571429,,40.0,,37.28571429,32.71428571,,,39.42857143,,37.14285714,32.85714286,
56.42857143,44.0,,43.28571429,,40.57142857,35.28571429,,,42.57142857,,40.14285714,35.42857143,
61.28571429,51.14285714,,47.57142857,,44.85714286,39.14285714,,,47.0,,44.85714286,39.71428571,
60.28571429,51.14285714,,50.57142857,,48.28571429,43.0,,,50.0,,47.85714286,43.28571429,
49.14285714,42.71428571,,48.42857143,,47.42857143,43.85714286,,,47.42857143,,46.71428571,44.0,
50.0,43.71428571,,47.71428571,,46.57142857,43.85714286,,,47.0,,46.28571429,44.0,
51.0,45.85714286,,47.42857143,,46.42857143,43.57142857,,,47.0,,46.28571429,43.57142857,
46.71428571,43.28571429,,48.28571429,,47.28571429,44.57142857,,,47.28571429,,47.0,44.71428571,
51.14285714,40.57142857,,47.14285714,,46.14285714,43.71428571,,,46.57142857,,45.71428571,43.71428571,
51.42857143,45.14285714,,47.71428571,,46.85714286,44.0,,,47.0,,46.28571429,44.0,
47.83333333,40.85714286,,47.57142857,,47.0,44.14285714,,,47.16666667,,46.5,44.33333333,
46.0,42.0,,45.83333333,,45.66666667,44.0,,,45.5,,45.33333333,44.0,
42.85714286,36.85714286,,42.85714286,,43.0,42.42857143,,,42.28571429,,42.71428571,42.28571429,
40.71428571,38.71428571,,41.71428571,,41.57142857,41.14285714,,,41.57142857,,41.42857143,41.0,
34.57142857,31.28571429,,37.57142857,,38.42857143,39.0,,,37.14285714,,38.14285714,39.0,
37.71428571,33.85714286,,36.0,,36.28571429,37.14285714,,,35.66666667,,36.16666667,37.16666667,
33.42857143,33.42857143,,34.57142857,,35.14285714,36.0,,,34.57142857,,35.0,36.0,
26.14285714,25.14285714,,33.85714286,,34.28571429,34.85714286,,,33.71428571,,34.14285714,34.85714286,
24.71428571,24.85714286,,33.0,,33.28571429,34.0,,,33.0,,33.28571429,34.0,
4.0,0.142857143,,32.14285714,,32.71428571,33.57142857,,,32.0,,32.57142857,33.42857143,
10.85714286,7.714285714,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
21.14285714,25.14285714,,32.0,,32.0,32.85714286,,,32.0,,32.0,32.71428571,
23.42857143,23.14285714,,31.57142857,,32.0,32.0,,,31.28571429,,32.0,32.0,
2.285714286,3.285714286,,31.14285714,,32.0,32.0,,,31.0,,32.0,32.0,
15.85714286,14.85714286,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
9.142857143,10.57142857,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
-1.714285714,0.571428571,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
-4.714285714,-5.571428571,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
17.28571429,16.42857143,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
6.571428571,7.857142857,,30.85714286,,31.42857143,32.0,,,30.71428571,,31.28571429,32.0,
6.285714286,3.428571429,,29.85714286,,30.57142857,32.0,,,29.85714286,,30.57142857,32.0,
4.285714286,3.714285714,,29.0,,29.85714286,32.0,,,29.0,,29.85714286,31.85714286,
13.85714286,14.42857143,,29.0,,29.14285714,31.0,,,29.0,,29.28571429,31.0,
8.714285714,9.0,,29.0,,30.0,31.0,,,29.0,,30.0,31.0,
0.857142857,2.285714286,,29.0,,29.71428571,31.0,,,29.0,,29.71428571,31.0,
5.0,3.571428571,,29.0,,29.0,30.42857143,,,29.0,,29.0,30.42857143,
5.0,2.714285714,,29.0,,29.0,30.0,,,29.0,,29.0,30.0,
7.142857143,1.571428571,,29.0,,29.0,30.0,,,29.0,,29.0,30.0,
9.285714286,9.857142857,,29.0,,29.42857143,30.14285714,,,29.0,,29.57142857,30.28571429,
14.42857143,6.428571429,,29.0,,29.42857143,30.42857143,,,29.0,,29.28571429,30.28571429,
19.0,15.71428571,,29.0,,29.0,30.0,,,29.0,,29.0,30.0,
17.42857143,12.28571429,,29.0,,29.57142857,30.0,,,29.0,,29.57142857,30.14285714,
5.857142857,3.571428571,,29.71428571,,30.0,31.0,,,29.85714286,,30.0,31.0,
17.71428571,14.0,,30.0,,30.0,31.0,,,30.0,,30.0,31.0,
19.0,13.57142857,,30.0,,30.0,31.0,,,30.0,,30.0,31.0,
34.42857143,27.57142857,,30.14285714,,30.14285714,31.0,,,30.14285714,,30.28571429,31.0,
37.85714286,33.71428571,,31.0,,31.14285714,31.0,,,31.0,,31.14285714,31.0,
44.14285714,35.71428571,,31.14285714,,32.0,31.57142857,,,31.0,,32.0,31.57142857,
47.0,37.71428571,,31.42857143,,32.0,32.0,,,31.14285714,,32.0,32.0,
46.57142857,41.71428571,,32.57142857,,32.0,32.0,,,32.71428571,,32.0,32.0,
44.57142857,36.57142857,,34.14285714,,32.42857143,32.0,,,33.85714286,,32.42857143,32.0,
51.57142857,44.28571429,,38.28571429,,35.57142857,32.0,,,37.71428571,,35.57142857,32.14285714,
50.57142857,43.28571429,,39.14285714,,37.14285714,33.57142857,,,39.0,,37.2,33.6,
55.71428571,49.0,,44.28571429,,41.57142857,36.71428571,,,44.0,,41.57142857,37.0,
55.85714286,48.14285714,,46.57142857,,44.57142857,40.0,,,45.85714286,,44.14285714,40.28571429,
55.0,44.14285714,,47.85714286,,46.28571429,42.42857143,,,47.28571429,,45.85714286,42.57142857,
55.14285714,48.85714286,,49.42857143,,48.14285714,43.85714286,,,48.85714286,,47.57142857,44.0,
62.0,52.14285714,,52.14285714,,50.42857143,45.85714286,,,51.85714286,,50.14285714,46.0,
60.14285714,51.85714286,,53.85714286,,52.42857143,47.57142857,,,53.14285714,,51.71428571,47.71428571,
58.0,47.57142857,,52.28571429,,51.57142857,47.14285714,,,51.71428571,,50.71428571,47.14285714,
54.28571429,49.42857143,,50.14285714,,49.71428571,47.0,,,49.71428571,,49.14285714,46.85714286,
46.42857143,45.0,,47.28571429,,47.14285714,45.57142857,,,46.71428571,,46.85714286,45.57142857,
51.57142857,47.42857143,,47.14285714,,46.57142857,43.71428571,,,47.0,,46.14285714,43.28571429,
43.42857143,41.28571429,,43.42857143,,43.0,41.0,,,42.57142857,,42.28571429,40.85714286,
43.57142857,42.14285714,,41.57142857,,41.14285714,39.28571429,,,41.28571429,,40.71428571,39.28571429,
39.42857143,37.28571429,,39.42857143,,39.28571429,38.28571429,,,38.85714286,,38.85714286,38.14285714,
32.71428571,30.42857143,,36.0,,36.42857143,36.71428571,,,35.28571429,,36.0,36.71428571,
29.57142857,26.42857143,,32.57142857,,33.42857143,34.42857143,,,32.42857143,,33.28571429,34.42857143,
25.0,24.0,,32.0,,32.42857143,33.57142857,,,32.0,,32.28571429,33.42857143,
30.42857143,27.28571429,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
18.14285714,17.14285714,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
25.14285714,23.28571429,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
18.85714286,16.42857143,,31.85714286,,32.0,32.71428571,,,31.85714286,,32.0,32.57142857,
21.85714286,21.14285714,,31.14285714,,32.0,32.0,,,31.0,,32.0,32.0,
9.428571429,9.428571429,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
26.85714286,24.71428571,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
9.285714286,11.14285714,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
3.571428571,5.714285714,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
4.142857143,5.857142857,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
8.142857143,10.71428571,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
5.285714286,7.428571429,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
6.428571429,6.857142857,,31.0,,31.42857143,32.0,,,31.0,,31.42857143,32.0,
7.857142857,4.0,,30.42857143,,31.0,32.0,,,30.28571429,,31.0,32.0,
-7.285714286,-4.857142857,,30.0,,30.57142857,32.0,,,30.0,,30.57142857,32.0,
-24.28571429,-26.85714286,,28.71428571,,29.28571429,32.0,,,28.42857143,,29.0,32.0,
-16.71428571,-19.28571429,,27.57142857,,28.0,30.85714286,,,27.33333333,,28.0,30.66666667,
20.42857143,17.85714286,,27.57142857,,28.0,30.0,,,27.57142857,,28.0,30.0,
28.85714286,28.57142857,,28.57142857,,28.85714286,30.0,,,28.71428571,,28.85714286,30.0,
9.571428571,11.71428571,,29.0,,29.57142857,30.28571429,,,29.0,,29.57142857,30.28571429,
-4.714285714,-14.0,,28.28571429,,28.71428571,30.14285714,,,28.0,,28.42857143,30.14285714,
1.714285714,-2.285714286,,27.71428571,,28.0,30.0,,,27.71428571,,28.0,30.0,
6.428571429,0.285714286,,28.0,,28.0,30.0,,,28.0,,28.0,30.0,
32.42857143,26.85714286,,28.28571429,,28.42857143,30.0,,,28.42857143,,28.57142857,30.0,
25.85714286,27.28571429,,29.42857143,,29.57142857,30.0,,,29.57142857,,29.71428571,30.0,
23.71428571,18.57142857,,30.0,,30.0,30.71428571,,,30.0,,30.0,30.85714286,
26.0,22.42857143,,30.0,,30.0,31.0,,,30.0,,30.0,31.0,
40.0,35.14285714,,30.28571429,,30.42857143,31.0,,,30.42857143,,30.57142857,31.0,
37.85714286,33.57142857,,31.0,,31.85714286,31.42857143,,,31.0,,31.85714286,31.42857143,
36.0,31.42857143,,31.28571429,,32.0,32.0,,,31.0,,32.0,32.0,
39.14285714,35.28571429,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
47.28571429,37.57142857,,31.85714286,,32.0,32.0,,,31.71428571,,32.0,32.0,
45.0,40.57142857,,32.28571429,,32.0,32.0,,,32.28571429,,32.0,32.0,
52.14285714,42.42857143,,35.14285714,,32.71428571,32.0,,,35.0,,32.57142857,32.0,
56.57142857,48.28571429,,38.71428571,,36.14285714,32.14285714,,,38.42857143,,36.0,32.28571429,
54.85714286,45.0,,42.0,,39.57142857,34.57142857,,,41.14285714,,39.0,34.71428571,
57.57142857,46.42857143,,43.0,,41.14285714,36.28571429,,,42.28571429,,40.28571429,36.57142857,
59.85714286,50.14285714,,46.71428571,,44.57142857,39.57142857,,,46.28571429,,44.28571429,40.0,
47.28571429,46.71428571,,45.57142857,,44.85714286,42.0,,,45.14285714,,44.57142857,42.0,
53.28571429,45.71428571,,47.85714286,,46.57142857,43.0,,,47.57142857,,46.14285714,43.28571429,
55.42857143,41.28571429,,48.0,,46.71428571,43.14285714,,,47.28571429,,46.42857143,43.28571429,
52.42857143,49.57142857,,49.85714286,,48.42857143,44.71428571,,,49.0,,48.0,44.85714286,
51.28571429,43.85714286,,46.42857143,,46.0,43.28571429,,,46.28571429,,45.57142857,43.14285714,
50.14285714,47.42857143,,46.85714286,,45.42857143,41.71428571,,,46.14285714,,44.85714286,41.57142857,
47.28571429,43.42857143,,44.71428571,,44.0,41.28571429,,,44.28571429,,43.42857143,41.28571429,
42.71428571,39.0,,42.0,,42.0,40.85714286,,,41.71428571,,41.57142857,40.57142857,
43.28571429,37.0,,41.85714286,,41.57142857,39.85714286,,,41.28571429,,41.28571429,39.71428571,
45.57142857,40.71428571,,40.57142857,,40.57142857,38.85714286,,,40.57142857,,40.0,38.85714286,
42.28571429,40.42857143,,40.42857143,,40.28571429,39.0,,,40.0,,40.0,39.0,
36.71428571,35.71428571,,38.85714286,,38.71428571,38.42857143,,,38.28571429,,38.28571429,38.28571429,
35.14285714,32.14285714,,36.42857143,,36.85714286,36.71428571,,,35.85714286,,36.42857143,36.71428571,
32.85714286,28.42857143,,32.71428571,,33.42857143,34.71428571,,,32.42857143,,33.42857143,34.42857143,
29.0,28.0,,32.0,,32.42857143,33.71428571,,,32.0,,32.42857143,33.57142857,
16.57142857,15.71428571,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
13.42857143,14.0,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
15.57142857,12.14285714,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
13.0,13.28571429,,32.0,,32.0,33.0,,,32.0,,32.0,33.0,
-2.714285714,-4.428571429,,31.57142857,,32.0,32.0,,,31.85714286,,32.0,32.0,
11.57142857,11.85714286,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
-13.25,-9.75,,31.0,,32.0,32.0,,,31.0,,32.0,32.0,
