week_number,air_avg,air_obs,soil_obs_00,soil_obs_02,soil_obs_04,soil_obs_08,soil_obs_20,soil_obs_40,soil_avg_00,soil_avg_02,soil_avg_04,soil_avg_08,soil_avg_20,soil_avg_40
69,53.45714286,50.01428571,,50.57142857,,49.0,44.14285714,,,50.28571429,,48.14285714,44.0,
70,50.3,49.5,,50.57142857,,49.14285714,44.42857143,,,50.14285714,,48.28571429,44.42857143,
71,52.0,51.08571429,,49.0,,47.85714286,44.0,,,49.14285714,,47.0,43.85714286,
72,54.84285714,53.44285714,,51.28571429,,49.85714286,45.28571429,,,51.28571429,,49.42857143,45.28571429,
73,50.38571429,49.21428571,,49.57142857,,48.85714286,45.71428571,,,49.42857143,,48.14285714,45.57142857,
74,53.32857143,50.88571429,,49.71428571,,48.71428571,45.71428571,,,49.28571429,,48.14285714,45.42857143,
75,48.17142857,46.37142857,,44.85714286,,45.71428571,44.14285714,,,44.14285714,,44.71428571,44.14285714,
76,40.57142857,39.58571429,,39.85714286,,40.85714286,41.14285714,,,39.0,,40.28571429,41.0,
77,32.84285714,31.81428571,,35.57142857,,36.57142857,38.57142857,,,35.5,,36.33333333,38.16666667,
78,33.48571429,35.15714286,,36.14285714,,36.42857143,37.42857143,,,36.28571429,,36.57142857,37.57142857,
79,33.61428571,32.65714286,,33.14285714,,34.0,35.57142857,,,32.85714286,,33.85714286,35.57142857,
80,33.78571429,32.41428571,,30.85714286,,32.14285714,34.0,,,30.71428571,,32.0,34.0,
81,24.74285714,25.24285714,,28.28571429,,31.14285714,33.0,,,27.57142857,,30.71428571,33.0,
82,15.85714286,14.72857143,,25.28571429,,28.28571429,32.14285714,,,25.16666667,,28.0,32.0,
83,27.55714286,27.14285714,,26.71428571,,28.57142857,32.0,,,26.85714286,,28.57142857,32.0,
84,14.34285714,15.28571429,,24.42857143,,27.14285714,31.71428571,,,24.28571429,,27.0,31.71428571,
85,22.35714286,21.9,,26.42857143,,27.71428571,31.0,,,26.42857143,,27.71428571,31.0,
86,9.942857143,10.54285714,,23.57142857,,26.0,30.57142857,,,23.14285714,,25.71428571,30.57142857,
87,-7.657142857,-5.771428571,,15.71428571,,20.28571429,27.85714286,,,15.14285714,,19.71428571,27.71428571,
88,-8.814285714,-10.32857143,,13.14285714,,16.85714286,25.0,,,12.85714286,,16.85714286,24.85714286,
89,10.62857143,10.25714286,,14.57142857,,17.57142857,24.28571429,,,14.71428571,,17.71428571,24.28571429,
90,11.4,11.81428571,,18.42857143,,20.71428571,25.14285714,,,19.0,,20.71428571,25.28571429,
91,4.642857143,4.5,,20.85714286,,22.71428571,26.57142857,,,20.71428571,,22.42857143,26.42857143,
92,16.84285714,15.44285714,,19.71428571,,21.42857143,25.28571429,,,20.14285714,,21.57142857,25.57142857,
93,3.471428571,5.928571429,,24.85714286,,25.57142857,27.71428571,,,24.71428571,,25.71428571,27.71428571,
94,-12.0,-9.585714286,,23.0,,24.57142857,27.85714286,,,23.0,,24.57142857,27.71428571,
95,-14.07142857,-17.12857143,,19.42857143,,21.42857143,26.14285714,,,19.28571429,,21.42857143,26.0,
96,18.35714286,18.1,,22.57142857,,23.28571429,26.14285714,,,23.0,,23.57142857,26.14285714,
97,18.45714286,19.48571429,,24.0,,24.85714286,27.0,,,24.0,,25.0,27.0,
98,-6.785714286,-8.0,,20.57142857,,22.42857143,26.14285714,,,20.42857143,,22.28571429,26.0,
99,-1.114285714,1.3,,22.14285714,,22.85714286,25.57142857,,,22.28571429,,23.14285714,25.57142857,
100,9.442857143,7.6,,22.71428571,,23.71428571,26.0,,,22.85714286,,23.57142857,26.0,
101,-11.61428571,-10.28571429,,23.57142857,,24.57142857,26.71428571,,,23.42857143,,24.42857143,26.71428571,
102,0.185714286,-1.128571429,,22.28571429,,23.28571429,26.0,,,22.28571429,,23.28571429,26.0,
103,-1.157142857,-2.8,,23.0,,24.0,26.0,,,23.0,,24.0,26.0,
104,7.5,7.2,,22.85714286,,24.0,26.0,,,23.0,,24.0,26.0,
105,21.92857143,20.07142857,,23.85714286,,24.42857143,26.0,,,24.0,,24.42857143,26.0,
106,21.21428571,19.2,,23.14285714,,24.28571429,26.57142857,,,23.33333333,,24.0,26.5,
107,24.85714286,23.28571429,,23.85714286,,24.71428571,26.57142857,,,23.57142857,,24.57142857,26.57142857,
108,25.68571429,23.58571429,,23.57142857,,24.42857143,26.14285714,,,23.57142857,,24.28571429,26.28571429,
109,32.92857143,29.94285714,,26.71428571,,26.85714286,27.42857143,,,26.57142857,,26.85714286,27.57142857,
110,42.55714286,40.97142857,,31.14285714,,30.85714286,31.57142857,,,31.42857143,,31.0,31.71428571,
111,46.04285714,42.44285714,,35.71428571,,32.57142857,32.0,,,35.85714286,,32.57142857,32.0,
112,46.5,45.44285714,,40.42857143,,36.85714286,32.0,,,40.0,,36.14285714,32.0,
113,40.62857143,38.3,,37.85714286,,36.0,32.0,,,37.28571429,,35.14285714,32.0,
114,55.07142857,50.27142857,,43.85714286,,40.28571429,33.14285714,,,43.57142857,,39.42857143,33.14285714,
115,55.22857143,53.0,,45.0,,42.14285714,35.28571429,,,44.85714286,,41.42857143,35.28571429,
116,53.94285714,50.48571429,,47.14285714,,44.14285714,36.85714286,,,47.42857143,,43.42857143,37.0,
117,57.45714286,54.05714286,,49.71428571,,46.57142857,38.57142857,,,49.71428571,,45.42857143,38.85714286,
118,61.17142857,59.98571429,,52.85714286,,49.42857143,41.0,,,52.85714286,,48.57142857,41.14285714,
119,61.5,60.21428571,,53.42857143,,50.71428571,43.14285714,,,53.57142857,,49.85714286,43.0,
120,65.42857143,62.88571429,,56.14285714,,52.71428571,44.14285714,,,56.28571429,,51.85714286,44.42857143,
121,57.04285714,56.84285714,,53.28571429,,51.14285714,45.42857143,,,52.85714286,,50.28571429,45.28571429,
122,57.78571429,56.07142857,,53.28571429,,51.14285714,45.42857143,,,52.71428571,,50.28571429,45.42857143,
123,56.61428571,54.75714286,,52.42857143,,50.71428571,46.0,,,52.57142857,,50.28571429,46.0,
124,51.94285714,51.71428571,,51.14285714,,50.42857143,46.57142857,,,50.57142857,,49.14285714,46.57142857,
125,45.08571429,43.6,,47.14285714,,47.0,44.57142857,,,46.42857143,,45.71428571,44.42857143,
126,42.92857143,42.31428571,,45.14285714,,45.14285714,43.14285714,,,44.71428571,,44.42857143,43.0,
127,43.27142857,40.98571429,,42.0,,42.14285714,41.42857143,,,41.85714286,,41.57142857,41.28571429,
128,43.57142857,42.94285714,,42.42857143,,42.28571429,41.28571429,,,41.85714286,,41.85714286,41.14285714,
129,45.15714286,44.38571429,,42.42857143,,42.14285714,41.0,,,42.42857143,,41.85714286,41.0,
130,36.98571429,35.54285714,,37.57142857,,38.57142857,39.42857143,,,36.71428571,,38.0,39.28571429,
131,33.04285714,31.65714286,,33.57142857,,34.71428571,36.85714286,,,33.28571429,,34.71428571,36.57142857,
132,32.77142857,33.04285714,,33.85714286,,34.71428571,35.71428571,,,33.42857143,,34.28571429,35.57142857,
133,24.54285714,25.15714286,,32.0,,33.0,34.42857143,,,32.0,,33.0,34.28571429,
134,10.05714286,9.685714286,,31.28571429,,32.14285714,33.57142857,,,31.28571429,,32.0,33.57142857,
135,25.37142857,25.87142857,,30.85714286,,31.42857143,33.0,,,31.0,,32.0,33.0,
136,17.37142857,17.74285714,,31.0,,31.42857143,33.0,,,31.0,,31.28571429,33.0,
137,12.45714286,13.2,,31.0,,31.0,32.28571429,,,31.0,,31.0,32.14285714,
138,3.657142857,4.957142857,,31.0,,31.0,32.0,,,30.85714286,,31.0,32.0,
139,2.471428571,0.928571429,,30.0,,31.0,32.0,,,30.0,,31.0,32.0,
140,16.41428571,15.17142857,,30.0,,31.0,32.0,,,30.0,,31.0,32.0,
141,23.9,23.37142857,,30.14285714,,31.0,32.0,,,30.0,,31.0,32.0,
142,20.8,21.47142857,,30.28571429,,31.0,32.0,,,30.14285714,,31.0,32.0,
143,22.04285714,24.04285714,,30.42857143,,31.0,32.0,,,30.14285714,,31.0,32.0,
144,6.057142857,5.457142857,,29.71428571,,31.0,32.0,,,29.71428571,,30.71428571,32.0,
145,10.38571429,12.04285714,,29.14285714,,30.14285714,32.0,,,29.42857143,,30.0,32.0,
146,12.21428571,8.914285714,,26.71428571,,28.71428571,32.0,,,26.85714286,,28.71428571,32.0,
147,-8.571428571,-3.985714286,,28.71428571,,29.71428571,31.42857143,,,28.71428571,,29.85714286,31.57142857,
148,-8.942857143,-12.08571429,,26.71428571,,28.28571429,31.0,,,26.57142857,,28.14285714,31.0,
149,6.571428571,5.885714286,,26.0,,28.0,30.57142857,,,26.0,,28.0,30.57142857,
150,17.2,17.12857143,,25.28571429,,27.0,29.85714286,,,25.42857143,,27.14285714,30.0,
151,14.88571429,13.05714286,,27.0,,28.0,30.0,,,27.0,,28.0,30.0,
152,4.128571429,5.642857143,,27.85714286,,28.85714286,30.0,,,28.0,,28.85714286,30.0,
153,5.771428571,3.5,,27.42857143,,28.57142857,30.0,,,27.28571429,,28.42857143,30.0,
154,16.21428571,15.12857143,,27.85714286,,28.85714286,30.0,,,28.0,,28.85714286,30.0,
155,10.92857143,11.62857143,,27.71428571,,28.71428571,30.0,,,27.57142857,,28.57142857,30.0,
156,10.4,9.285714286,,27.57142857,,28.42857143,30.0,,,27.57142857,,28.42857143,30.0,
157,16.68571429,17.48571429,,27.42857143,,28.28571429,30.0,,,27.57142857,,28.14285714,30.0,
158,16.85714286,14.61428571,,27.14285714,,28.14285714,30.0,,,27.0,,28.0,30.0,
159,22.61428571,21.71428571,,27.85714286,,28.57142857,30.0,,,27.85714286,,28.42857143,30.0,
160,19.18571429,17.15714286,,27.57142857,,28.28571429,30.0,,,27.57142857,,28.28571429,30.0,
161,31.8,31.25714286,,29.14285714,,29.14285714,30.14285714,,,29.28571429,,29.28571429,30.14285714,
162,30.05714286,28.82857143,,30.0,,30.0,31.0,,,30.0,,30.0,31.0,
163,42.05714286,40.37142857,,31.0,,30.85714286,31.85714286,,,31.0,,31.0,31.85714286,
164,41.07142857,39.24285714,,33.71428571,,31.14285714,32.0,,,34.0,,31.42857143,32.0,
165,48.2,45.38571429,,40.57142857,,36.71428571,32.0,,,40.28571429,,36.0,32.0,
